57443	39962	20544	62089	19236	50118
57444	19091	34762	56189	12835	38945
57445	2946	13099	27577	21208	1719
57447	62847	1083	63071	43044	50919
57448	8241	7501	15490	59678	53938
57449	29254	25287	1985	14543	26254
57450	31967	31169	3860	60661	45837
57451	13623	49031	62947	38192	5689
57452	61178	13623	21208	41319	36765
57453	55393	64719	9609	28894	47691
57454	1973	61171	13623	55294	16805
57455	8503	33511	5210	2575	62847
57456	54631	61883	32519	30750	16713
57457	43130	8241	35808	29178	58160
57459	26254	37078	5426	29761	11126
57460	3614	58505	31169	9461	55442
57461	8241	62947	40404	24682	7501
57462	61883	54631	63223	46004	40161
57463	29761	42943	45956	28384	2202
57464	13099	27577	21208	61178	18488
57465	5661	27393	29015	13625	47691
57466	13623	60454	17571	23573	39458
57467	13972	11573	9955	8473	23031
57468	1973	2061	24531	31048	2946
57469	1973	5661	20001	54492	48322
57470	55797	11573	23031	42943	31972
57471	61178	46133	25360	56621	17761
57472	20869	64689	45272	15777	11126
57473	3445	12835	26218	41879	52303
57474	19453	36674	30735	3614	40003
57475	56189	28150	12036	14790	34762
57476	23455	51494	62679	13099	29002
57477	26254	29254	21258	59995	6384
57478	32455	31967	29693	34667	24368
57479	61883	31967	58099	56073	16512
57480	53841	27393	22982	5661	45266
57481	22982	13591	23835	11573	53841
57482	24682	13623	62947	40404	51033
57483	13972	9955	62798	3614	11573
57484	25800	14543	51364	22973	32468
57485	54140	28150	46643	16314	37566
57486	3614	31169	63223	51348	1191
57487	3445	23168	19091	56189	19236
57488	26254	51364	14543	29254	59995
57489	62947	24682	13623	38152	26254
57490	51364	14543	50118	14042	22973
57491	8241	60413	43130	29178	33205
57492	62947	26254	18038	26544	56463
57493	29884	7681	29761	33914	10108
57494	51364	26737	47691	23230	1973
57495	8241	24682	7501	15490	55541
57496	34667	32455	13092	64244	56782
57497	60387	51364	28861	57429	19979
57498	63223	29002	51494	12668	54682
57499	15490	34268	28150	61883	10675
57500	8503	62847	2575	33511	5210
57501	38881	5253	43753	45510	41354
57502	31523	31048	23334	25800	21710
57503	62847	62465	32099	62833	61471
57504	8241	35107	28384	7501	25921
57505	31967	32455	56091	54374	45381
57506	8241	12686	29174	60413	2548
57507	1973	43164	44244	41386	7473
57508	39962	64689	31394	13372	20544
57509	1973	60982	8503	61171	16805
57510	24682	26254	26218	62947	25360
57511	34074	30192	32107	33914	22982
57512	43044	20759	62842	36716	5972
57513	23031	11573	13972	9955	31394
57514	3614	62798	36674	1191	17412
57515	13623	8360	31014	49031	24666
57516	47721	15409	20456	63223	5689
57517	17038	48696	53222	31967	62775
57518	62842	31967	58099	3860	45837
57519	22982	42943	23835	11573	55797
57520	43130	33205	51769	8241	29178
57521	46166	41912	47299	36453	45556
57522	23455	51494	63223	4603	12668
57523	57429	60387	16320	31762	18967
57524	29761	24682	26254	39658	2309
57525	28150	22922	54140	2061	23349
57526	51364	14543	57819	47691	63349
57527	33511	64719	55442	11573	22982
57528	13092	29174	62679	34074	25842
57529	3614	6047	30379	41207	19091
57530	3614	36674	52303	6047	11225
57531	27580	1719	28800	19091	27577
57532	64719	21612	47691	1083	27393
57533	28150	2061	42740	22922	23349
57534	5689	41912	47721	52885	26926
57535	16320	31967	40003	13972	53858
57536	64719	21612	47691	27393	55797
57537	62847	5210	44359	8503	47691
57538	26218	5365	47721	18580	27500
57539	43416	62775	42112	46858	61046
57540	5689	41912	52885	45629	60649
57541	25800	23334	31523	51364	19979
57542	61883	19091	54631	1719	63484
57543	13972	50919	8473	62465	30735
57544	63142	23168	42740	49828	24928
57545	60454	34268	23573	16282	42740
57547	59296	27500	62847	36937	21995
57548	13591	62775	46858	43416	42112
57549	16320	40003	62842	31967	45837
57550	11573	55797	55200	42943	57346
57551	22982	5694	13591	46166	58505
57552	61178	27500	59296	5689	46133
57553	3614	47721	15409	63223	20456
57554	54140	29884	23031	10108	3407
57555	29761	51033	16282	6632	34268
57556	19091	23168	61883	1719	56189
57557	34074	34667	33914	1973	33030
57558	63223	51494	12668	23455	46957
57559	1973	51364	23230	61178	61171
57560	46166	22982	53841	2622	45266
57562	27580	40161	17231	47721	19091
57563	26254	24682	62947	13623	25360
57564	48939	43130	30372	38529	62798
57565	51364	25800	28861	23334	22973
57566	11573	55797	64719	26598	31972
57567	26254	20544	50118	13372	39962
57568	38529	43130	56073	28150	48939
57569	31394	23031	23150	11573	64459
57570	27580	40161	17231	21208	27577
57571	62089	50118	12389	30135	10199
57572	61883	28422	5477	63223	31189
57573	51364	1973	2946	63142	22455
57574	31967	45837	56091	16320	3310
57575	31967	29693	31169	42382	43130
57576	46133	61178	56621	30135	27500
57577	62947	41354	57810	62984	9429
57578	23168	19091	56621	40555	8557
57579	63223	2949	31169	58298	46004
57580	1719	27577	13099	28800	62842
57581	8503	37024	23230	62847	7342
57582	1973	60982	16805	39598	38125
57583	25800	32468	23168	38945	45645
57584	52303	12835	30735	12036	6047
57585	12835	3445	12036	56189	34762
57586	49031	18580	5689	46002	47721
57587	4603	62847	62261	62465	32331
57588	62465	3614	32099	15427	62833
57589	61883	28150	56073	34762	23819
57590	42943	55797	28384	26598	11573
57591	27393	37024	47691	21612	52916
57592	23168	16844	40555	62089	56621
57593	27606	54140	37078	24275	39962
57594	20759	43044	62842	5972	54351
57595	62465	32099	62833	15427	3614
57596	14790	28150	56189	63142	31523
57597	61178	27577	46133	40857	56621
57598	63142	27577	56621	20876	23168
57599	23168	8557	56621	19091	40555
57600	62947	57810	63318	43753	41354
57601	33914	55200	43416	34074	3310
57602	23031	16320	55393	28894	56908
57603	54140	48939	23031	23819	53054
57604	61178	13623	41319	41110	41293
57605	1973	24531	60982	22279	39598
57606	16320	33511	64719	13972	12968
57607	61883	28422	63484	18378	54631
57608	1973	2946	54374	49411	24531
57609	1973	28105	2148	60478	2946
57610	18580	6341	3614	47721	26218
57611	3614	38881	62833	62465	22124
57612	27393	47691	37024	21612	8503
57613	43044	32468	36716	55192	25800
57614	41912	4603	62847	31469	27500
57615	51364	25800	14543	22973	50118
57616	23168	19236	12036	56189	13476
57617	23031	56908	31048	56914	31394
57618	63318	62325	62947	57810	43753
57619	6047	62465	32099	34565	15427
57620	26254	15490	24682	3445	23573
57621	61883	32241	21208	42740	63142
57622	26254	14042	51364	24682	61178
57623	22982	13591	58505	5694	23835
57624	16320	64719	33511	10437	34694
57625	54140	27606	1985	8908	37566
57626	33511	4603	8911	10957	29706
57627	26254	62947	24682	42619	48393
57628	51364	2946	1973	41562	2148
57629	5689	63223	24666	41912	14518
57630	2949	31169	63223	9461	23203
57631	51364	31048	55393	41386	7473
57632	13623	16282	15490	21687	34268
57633	29254	14543	51364	25287	20948
57634	15490	21687	39478	8241	10675
57635	51364	1973	44244	22455	23230
57636	29884	7681	63619	56908	29761
57637	50118	20544	20972	53514	62089
57638	3310	33914	31967	56091	16320
57639	5661	46583	53271	60334	9919
57640	34074	33914	55200	30192	32107
57641	21612	13625	29015	47691	52916
57642	32099	62465	62833	15409	47721
57643	8241	58739	15490	3407	33205
57644	51364	50118	14042	14543	25800
57645	1973	8483	23230	13099	50290
57646	13092	24666	63223	31014	8360
57647	46166	2622	52885	9429	45863
57648	31169	63223	34591	23455	51494
57649	8241	40404	33205	29761	58739
57650	62847	59296	27500	56463	4603
57651	3445	55541	26218	6341	19413
57652	63142	56621	20876	23168	19091
57653	26218	40161	54631	18580	47721
57654	23455	31169	51494	31967	10957
57655	51695	38881	15409	52885	51348
57656	45629	37024	18038	28473	56463
57657	60454	17571	39458	61883	13623
57658	31523	25800	23334	19979	31048
57659	27577	1719	27580	61883	17231
57660	64719	47691	55393	1083	9609
57661	13623	13092	60454	39458	17571
57662	13623	29174	24045	13092	32922
57663	34074	32107	33914	29174	5661
57664	28150	54140	38529	22922	56073
57665	13099	63019	13943	18488	43211
57666	2946	1973	24531	2061	18378
57667	55393	60387	28894	9609	31048
57668	42109	15983	27606	54140	12036
57669	13092	32107	21687	56782	32922
57670	42943	21612	22982	21680	55797
57673	51695	45510	56936	62833	38881
57674	61883	18378	28422	2946	18886
57675	61883	17571	21208	60454	13623
57676	31169	63223	30624	3614	32519
57677	8503	60982	23230	2575	47691
57678	1973	7681	7473	5661	48322
57679	5689	45556	48584	26926	7507
57680	26218	3445	19413	20464	38152
57681	46166	2622	14518	41912	47299
57682	16320	64719	40003	33511	13972
57683	1973	60982	54374	39598	34667
57684	61883	5477	27580	31189	63223
57685	51364	25800	28861	2946	60387
57686	23031	16320	13972	11573	40003
57687	23031	11573	55797	9955	62798
57688	62842	20759	57429	60387	53125
57689	32455	62679	31967	23455	56091
57690	60387	31048	2061	2946	21010
57691	61883	54631	39478	46004	41825
57692	13623	61171	24666	61178	13694
57693	50118	62089	56621	30135	23168
57694	56189	19091	34762	12835	3922
57695	6047	19236	10199	24277	9099
57696	31967	29693	43416	3310	61378
57697	61178	5689	38001	40161	5365
57698	8503	2575	44359	62847	5210
57699	23031	55797	27981	11573	42943
57700	33914	34074	7681	29884	4225
57701	19091	10199	6047	27580	56621
57702	43044	62465	36716	34565	18954
57703	13092	39478	31014	46004	8360
57704	38529	28150	56073	22922	43130
57705	1973	61171	5661	13623	61839
57706	23031	51769	43416	55797	11573
57707	13623	24666	61178	61171	13694
57708	43130	46858	32487	62798	43416
57709	51364	26254	14042	14543	53459
57710	63142	23168	19091	14790	42740
57711	37024	8503	23230	23945	60982
57712	61178	13623	5689	18038	41319
57713	23031	11573	43244	64719	55797
57714	34074	33914	56782	32107	30192
57715	7681	33914	34074	48322	24045
57716	34074	24045	48322	16282	32922
57717	61883	63142	42740	2946	1719
57718	19091	23168	56621	10199	40555
57719	61883	1719	2946	21208	18378
57720	62947	5661	41354	53271	50484
57721	50919	11573	64689	13972	55797
57722	20759	62842	10865	28800	43044
57723	38881	28237	5426	54497	62085
57724	15490	3445	56189	26218	21393
57725	57429	62842	40003	16320	40648
57726	11573	23031	13972	16320	9955
57727	10199	19091	6047	56621	23168
57728	19743	45614	26031	13623	41293
57729	26254	3445	37078	24682	19236
57730	11573	13972	50919	31972	55797
57731	3614	62465	62833	22124	38881
57732	25800	23168	32468	23334	31523
57733	62679	4925	45266	33030	53841
57734	49031	5689	38152	13623	62947
57735	8503	64719	47691	60982	2575
57736	21208	61178	18886	1973	36765
57737	16320	33511	10957	45837	31967
57738	54140	23031	10108	41150	23819
57739	23031	54140	23819	64869	43416
57740	11573	55797	42943	31972	26598
57741	55200	57346	11573	22982	30771
57742	26254	53514	64689	13372	64386
57743	26254	29761	64689	31394	45272
57744	12835	3445	34762	41879	21393
57745	13623	5661	18038	62947	21501
57746	31169	9461	34591	63223	2949
57747	23230	51364	2137	60387	2575
57748	43044	36716	62465	50919	18954
57749	33914	7681	29884	34074	48322
57750	31967	29693	16660	32455	3310
57751	23031	31394	11573	13972	42388
57752	18886	60454	21208	2946	1973
57753	16660	28150	3407	2061	24531
57754	26218	5365	18580	47721	5689
57755	58828	53514	64689	50919	27926
57757	51364	47691	55393	26737	42758
57758	31169	36674	9461	31967	1191
57759	31967	16320	45837	43240	837
57760	61883	1719	21208	28422	18378
57761	62947	8241	24682	49031	7501
57762	2061	63142	42740	1314	28150
57763	33914	43416	3407	34074	3310
57764	11573	9955	13972	62798	31972
57765	43416	3407	43130	51769	54140
57766	31523	63142	2061	31048	25287
57768	62947	13623	24682	26254	5540
57769	3614	30379	36674	62465	30735
57770	26254	7297	39962	59995	19236
57771	16320	23031	57429	60387	28894
57772	64719	11573	57346	53841	22982
57773	10199	43044	36716	23168	55192
57774	61883	27580	19091	17231	5477
57775	51364	26254	46230	7473	42287
57776	26218	38152	49031	62947	5689
57777	23031	11573	13972	9955	55797
57779	31967	48939	13487	53858	43416
57780	64689	53514	26254	58828	53092
57781	62847	4603	43211	17377	5210
57782	41354	62947	18765	57810	8241
57783	49031	38192	46166	18765	2622
57784	62847	8503	43211	44359	17377
57785	26254	24682	62947	29761	42287
57788	26254	62947	11126	24682	15777
57789	23819	40003	48939	16320	40648
57790	28150	23819	54140	45884	22922
57791	5661	7473	42287	29015	23900
57792	37566	1985	54140	16314	8908
57793	63318	62325	43753	12809	57810
57794	10199	19091	6047	41879	56189
57795	28150	61883	34268	15490	23349
57796	23031	16320	43416	64869	3310
57797	21687	13092	32107	32749	32922
57798	43130	43416	48939	46858	32487
57799	3614	62833	15409	32099	38881
57800	26254	20869	42287	63619	15777
57801	63223	51494	47721	4603	12668
57802	15490	34268	23573	9469	31930
57804	31394	39962	47395	24275	37078
57805	27580	5477	3860	47721	61883
57806	38945	54555	45645	31523	40003
57807	57346	8503	7991	64719	27393
57808	51364	28861	60387	20759	38652
57809	62947	38152	63318	6488	26254
57810	26254	24682	62947	37078	49687
57811	47691	63349	62847	28957	63071
57812	4603	23455	29706	62261	8911
57813	33914	3407	29884	53581	7681
57814	21680	42943	9919	56780	18912
57815	37024	47691	27393	28473	30259
57816	51364	25800	28861	22973	14543
57817	5661	53841	22982	45266	27393
57818	34762	21393	31169	36674	28249
57820	26544	56463	56590	26254	52586
57821	16320	13972	11573	23031	9955
57822	61178	41319	40857	21208	41110
57823	14543	51364	57819	33864	22973
57824	23031	31394	42388	38945	45645
57825	63223	2949	31169	9461	22141
57826	63142	16314	23168	37566	49828
57827	27580	27577	56621	19091	10199
57828	5426	42109	37078	57365	23340
57829	28150	54140	2061	22922	46643
57830	43416	43130	31967	48939	46858
57831	27500	61178	59296	46133	40857
57833	3614	29920	4603	55442	33511
57834	26254	39962	19236	62089	13372
57835	3614	63223	31169	47721	51348
57836	39962	19236	12036	13476	23168
57837	61178	40857	41319	41110	57049
57838	27580	41207	28490	6047	19091
57839	60454	13623	16282	59033	23573
57840	11573	62798	46858	1122	32487
57841	64719	9609	1083	47691	55393
57842	16320	64719	33511	11573	13972
57843	8503	33511	7945	2575	23455
57844	31169	9461	34591	63223	2949
57845	13623	24666	5689	31014	57449
57846	28150	34268	15490	22922	16282
57847	13099	63019	13943	18488	50940
57848	43130	46858	9461	1191	32487
57849	61178	51364	41319	40857	18025
57850	23031	11573	48939	43416	9955
57851	31048	51364	43164	33488	25287
57852	64689	26254	53514	13372	53092
57853	11573	23031	13972	16320	31972
57854	47721	18580	27580	5477	63223
57855	51364	14543	25800	22973	13517
57856	19936	13625	21612	21680	49168
57857	28237	38881	62798	47327	12835
57858	26254	14042	51364	50118	24260
57859	23168	19091	8557	56621	40555
57860	62833	51695	56936	62465	46166
57861	61178	27577	40857	57049	41319
57862	63142	42740	2061	53125	9831
57863	34268	28150	54140	37566	16314
57864	13623	40654	5689	62947	26022
57865	5661	55200	20869	46583	63625
57866	5661	34074	24045	48322	7206
57867	51364	14543	14042	26737	5319
57868	29884	7681	56908	54140	29802
57869	61178	59296	27577	40857	50290
57870	12835	34762	15983	27234	56073
57871	47721	6047	27580	28490	18580
57872	31967	16320	57429	40648	40003
57873	28150	15490	22922	38529	61883
57874	61883	1719	3860	62842	58099
57875	55200	11573	30771	55797	43416
57876	64689	58828	53514	45272	55797
57877	8503	45266	4925	62679	53841
57878	63142	8557	23573	19091	24928
57879	8503	60982	2575	45837	61487
57880	8241	38881	21989	36815	1191
57881	26254	29761	63619	20869	42287
57882	40003	16320	57429	62842	20759
57883	8503	31033	62847	2137	44359
57884	26254	13372	64689	53514	53092
57885	7473	41386	20869	29884	18496
57886	36674	47327	28237	3614	12835
57887	57429	60387	62842	20759	31762
57888	27393	57346	60982	5661	1973
57889	26254	14543	15777	51364	13372
57890	23455	33511	4603	10957	8911
57891	32519	8436	43130	21393	36815
57892	62947	26254	24682	13623	6488
57893	15490	8241	53938	3445	46095
57894	34762	12835	56189	19091	12036
57895	51364	1973	60020	26737	23945
57896	61883	21208	28422	17571	60454
57898	31967	56091	45837	32455	54374
57899	11573	13972	55442	24834	10957
57900	14543	51364	50118	22973	33864
57901	61178	21208	63142	41319	42740
57902	49411	54374	60982	61487	24531
57903	49031	8360	39478	21687	31014
57904	12835	62798	48939	14868	54047
57905	3614	6047	36674	52303	11225
57906	14740	52303	12835	12036	41981
57907	31967	61883	45837	2946	61487
57908	23031	43416	11573	48939	16320
57909	51364	29254	63619	14543	7473
57910	3614	36674	31169	11225	30379
57911	32107	34074	56782	13092	21687
57912	12835	52303	36674	62798	28249
57913	26254	56579	11126	64689	15777
57914	8241	7501	53938	46710	24561
57915	5661	54492	37024	34074	1973
57916	63142	24928	8557	23168	20876
57917	31169	43130	38529	29693	40374
57918	2946	2061	53125	42740	9831
57919	47691	27393	64719	21612	1083
57920	57429	60387	62842	31762	20759
57921	40161	54631	61883	17231	21208
57922	30192	23835	32107	23368	61046
57923	3614	62465	62833	32099	15427
57924	64719	16320	57346	29511	9609
57925	3614	15409	51695	4603	41912
57926	51364	14543	29254	53459	7473
57927	33914	7681	48322	29884	34074
57928	2946	21208	42740	61883	18378
57929	43130	28150	3407	58739	2515
57930	13092	34667	62679	64244	56782
57931	1973	45614	60454	19833	13623
57932	62842	45837	341	47560	20759
57933	62465	51695	62847	29920	4603
57934	2061	63142	31048	2946	1314
57935	50919	1083	63071	49269	64719
57936	36674	48939	62798	13487	31169
57937	8241	40404	29174	60413	7501
57938	54140	27606	34180	10108	23031
57939	19091	58099	62842	3860	1719
57940	8503	57429	60982	61487	60387
57941	3614	52303	6047	28237	30735
57942	33914	54374	34667	32455	16660
57943	62842	4603	29706	20759	10865
57944	63223	3727	2949	46957	47721
57945	46166	22982	53841	45266	2622
57946	1973	60982	13099	62679	61154
57947	27577	21208	2946	1719	18025
57948	54631	32519	46095	30750	21393
57949	25800	63142	23168	51364	23334
57950	16320	40003	31967	23819	40648
57951	43130	8241	35107	30372	46858
57952	1973	60982	28105	61171	38125
57953	1083	29920	13972	33511	50919
57954	51364	47691	63349	57819	36937
57955	1314	25287	63142	31048	2061
57956	26254	24682	3445	25360	28073
57957	54140	23031	34180	27606	48939
57958	29761	7681	51769	33914	29884
57959	56463	9429	4937	18038	62947
57960	20948	31523	8908	54140	22550
57961	61883	28150	23349	22922	60454
57963	51364	14042	14543	23230	5319
57964	2946	61883	2061	24531	28150
57965	61883	1719	28422	3860	63484
57966	62089	20544	19236	50118	10199
57967	55393	20869	7473	49173	64719
57968	38881	18765	45510	43753	23835
57969	40404	24682	13623	8241	29174
57970	13623	54957	62947	38192	49031
57971	64689	53514	26254	13372	15777
57973	20869	29015	63625	5661	57346
57974	48939	13487	53858	23031	9955
57975	13092	21687	39478	23595	32922
57976	11573	13972	9955	23031	31972
57977	30192	53841	57893	22982	62679
57978	50919	1083	13972	63071	49269
57979	8503	27393	7991	45266	47691
57980	13623	62947	5661	54957	21501
57981	26254	62947	24682	13746	49687
57982	15490	63142	34268	23573	8557
57983	38881	12809	44631	62085	54339
57984	27500	27580	28490	10199	21488
57985	62842	20759	40003	57429	54351
57986	34074	5661	48322	33914	24045
57987	4603	62847	5210	46166	51695
57989	28150	15490	22922	34268	21464
57990	31967	43416	29693	61378	3310
57991	28861	20759	51364	60387	45645
57992	16320	40003	23031	28894	13972
57993	11573	64719	31972	1083	13972
57994	13092	21687	39478	23595	32922
57995	29761	51769	17255	7681	39658
57996	56621	46133	30135	27500	40589
57997	54140	27606	34180	42109	15983
57998	50919	62465	56429	1083	19936
57999	48322	7681	16282	51033	29761
58000	54140	28150	46643	23819	10108
58001	51364	14543	25800	22973	50118
58002	46166	22982	53841	45266	2622
58003	1973	61178	61171	41319	13623
58004	46858	62798	58505	32487	43416
58005	1314	1973	63142	45614	19743
58006	61487	57429	63019	2946	45837
58007	5661	34074	14056	22982	53841
58008	14518	24666	5689	13694	13623
58009	13972	11573	9955	24834	16320
58010	3614	4603	40402	62465	29920
58011	8503	47691	31033	2137	44359
58012	40003	16320	28894	13972	23031
58013	3614	47721	15409	5477	6047
58014	13623	62947	61178	40654	26022
58015	62465	32099	3614	6047	15427
58016	61883	54631	19091	5477	17231
58017	5661	34074	56689	64136	24045
58018	13623	61178	1973	41319	61171
58019	26218	20464	3445	5365	26254
58020	20869	15777	11126	45272	21680
58021	61883	54631	19091	40161	17231
58022	26254	62947	49687	24682	50484
58024	62847	46166	4603	5210	51695
58025	26218	18580	49031	30508	27732
58026	31169	63223	2949	9461	34591
58027	21612	27393	22982	47691	53841
58028	45629	61178	18038	56463	59296
58029	56621	10199	27580	19091	46133
58030	5661	29174	13623	54957	38784
58031	27580	5477	62261	47721	4603
58032	13972	11573	50919	8473	27926
58033	40003	16320	13972	63071	28894
58034	13092	21687	32922	32107	56782
58035	62847	43044	49391	36937	28861
58036	10199	56621	19091	23168	30135
58037	26254	59995	29254	10904	6384
58038	60387	31048	51364	1973	55393
58039	3614	36674	19453	30735	31169
58040	46166	56936	51695	2622	43753
58041	64719	8503	7991	27393	47691
58042	62847	5210	4603	29920	46166
58043	14543	51364	22973	25800	31048
58044	46133	27500	30135	52586	61178
58045	13972	50919	1083	16320	40003
58046	3614	31169	36674	34591	55442
58047	61883	58099	1719	53125	2946
58048	63142	16314	49828	14790	23168
58049	62847	63349	56463	28473	26544
58050	61883	28422	18378	54682	46004
58051	60454	13623	17571	16282	39458
58052	31967	29693	3310	56091	32455
58053	55200	22498	43416	33914	62775
58054	43044	51364	63071	50118	62847
58055	3614	30379	4603	62465	1380
58056	5689	38152	27500	46002	27452
58057	3445	41879	19236	20464	6341
58058	61883	31169	63484	28422	42382
58059	43416	29693	43130	31967	3407
58060	23819	23031	16320	64869	31523
58061	5661	24740	42287	5540	20001
58062	53841	30192	22982	57893	23368
58063	46166	2622	52885	41912	49031
58064	26218	19091	56621	17089	3445
58065	8241	23835	29174	61046	5492
58066	15490	34268	28150	23573	55635
58067	60454	13623	17571	44676	39458
58068	41354	21680	50484	5253	62947
58069	61883	28422	63223	17231	54631
58070	60454	13623	1973	19833	18886
58071	13623	24666	61171	29174	55294
58072	29761	26254	24682	27606	2309
58073	27580	62261	4603	28490	41207
58074	62847	62465	56429	22560	61471
58075	38881	42943	5253	45510	23835
58076	51364	28861	25800	22973	22455
58077	8503	2575	31033	2137	52977
58078	1973	48322	26031	45614	19743
58079	5689	61178	13623	18038	38152
58080	63223	29002	51494	62679	23455
58081	5689	49031	18580	27163	46002
58082	61178	18038	59296	56463	27500
58083	23031	54140	20948	31394	10108
58084	3614	55442	58505	13591	5694
58085	21687	13092	2949	39478	23595
58086	61883	19091	34762	56189	3922
58087	31967	56091	32455	45837	29693
58088	60982	61171	38125	23230	37024
58089	50118	51364	25800	14543	14042
58090	64719	16320	57346	29511	9609
58091	54140	23819	53054	62892	48939
58092	5689	5365	27500	18580	47721
58093	60982	1973	39598	33914	34074
58094	31967	16320	23114	45837	33511
58095	54140	46643	8908	16314	28150
58096	3614	31169	36674	30379	11225
58097	13623	24666	13694	61171	21501
58098	48939	12835	9955	62798	4301
58099	61178	40857	20876	27577	63142
58100	28150	22922	23349	38529	61883
58101	31967	48939	43416	56073	13487
58102	53514	50118	20544	62847	49005
58103	46166	2622	52885	14518	47299
58104	61883	32241	21208	23573	54631
58105	63223	2949	49031	3727	58298
58106	62947	24682	26254	49687	50878
58107	57810	5253	43753	38881	41354
58108	47691	57819	49269	63071	63349
58109	13972	40003	19253	62465	16320
58110	3614	52303	6047	16406	36256
58111	26218	3445	15490	46095	19091
58112	3614	36674	15409	17486	1191
58113	62679	63223	23455	29002	45556
58114	11573	55797	31972	64719	26598
58115	1973	60982	39598	2946	49411
58116	3445	26254	37078	15490	19236
58117	13623	61178	38001	5689	31014
58118	19091	56189	23168	12036	3445
58120	33511	29920	12968	55442	10957
58121	21612	19936	42943	55797	64268
58122	57810	5253	44631	43753	56936
58123	62947	13623	18038	6488	61178
58124	5253	26254	21680	50484	13746
58125	13099	21208	27577	63019	1719
58126	1719	62842	33234	20759	53125
58127	39478	54631	8360	21687	41825
58128	26254	29761	37078	42109	5426
58129	23031	11573	13972	55797	64719
58130	56073	48939	34762	23819	38529
58131	27580	47721	28490	27500	31469
58132	8503	53922	36453	45266	23455
58133	60387	57429	16320	28894	40003
58134	61883	28150	22922	56073	23819
58135	32455	29693	33914	31967	3310
58136	61883	17231	54631	40161	27580
58137	15490	34268	28150	23573	55635
58138	31967	45837	56091	32455	45381
58139	16320	31967	11573	13972	43240
58140	21208	18886	61178	31798	57449
58141	26254	24682	62947	37078	29761
58142	43130	28150	54140	38529	56073
58143	23031	34180	54140	31394	42109
58144	29174	5661	34074	24045	32107
58145	58828	42943	55797	38038	5253
58146	33914	34074	57346	5661	7681
58147	64719	1083	11573	49173	9609
58148	56936	19936	4937	15907	57810
58149	31169	9461	2949	22141	23203
58150	21612	47691	49168	19936	13625
58151	26254	53092	39962	37078	5426
58152	32455	33914	29693	3310	31967
58153	46166	2622	45863	18765	41354
58154	22982	53841	13591	45266	55442
58155	63142	42740	2946	1314	2061
58156	22982	23835	11573	42943	13591
58157	48322	51033	26031	19743	45614
58158	13623	61178	24666	31014	1998
58159	13625	30994	5661	39851	26544
58160	29761	63619	26254	42287	24682
58161	42943	5253	28384	21680	38881
58162	42740	63142	21208	19833	59282
58163	62798	1191	47327	38881	43130
58164	19091	23168	10199	56189	33234
58165	62947	24682	13623	26254	26022
58166	31169	34591	63223	23455	3614
58167	26254	62947	24682	6488	38152
58168	1973	34667	60454	18886	24531
58169	41354	62947	5661	54957	8241
58170	1973	60982	8503	2575	30786
58171	5689	18580	5365	26218	46002
